Timestamp,State Of Charge_SoC,Charging Power_kW,Charging Voltage_V,Charging Current_A,Battery Temperature_C,Vehicle Speed_kmh,Regenerative Power_kW,Energy Supplied_kWh,Motor RPM,Time Elapsed_s
20-02-2025 03:32,20.886,2.59,331.258,7.819,26.267,77.085,0,0.448,2472.311,410
20-02-2025 03:32,20.892,1.999,332.071,6.02,34.858,84.097,0,0.45,1634.655,415
20-02-2025 03:33,20.907,5.632,255.217,22.068,24.728,118.034,0,0.458,4976.459,420
20-02-2025 03:33,20.918,4,211.173,18.941,39.13,76.589,0,0.464,1231.037,425
20-02-2025 03:33,20.926,2.675,225.225,11.876,39.527,46.61,0,0.467,3525.553,430
20-02-2025 03:33,20.941,5.383,217.641,24.735,38.437,110.243,0,0.475,145.355,435
20-02-2025 03:33,20.954,4.882,307.698,15.866,28.246,44.125,0,0.482,425.683,440
20-02-2025 03:33,20.971,5.955,272.778,21.83,38.816,43.304,0,0.49,1566.053,445
20-02-2025 03:33,20.985,5.165,445.767,11.587,34.298,33.159,0,0.497,3812.122,450
20-02-2025 03:33,20.999,5.094,247.432,20.586,21.59,64.582,0,0.504,2302.195,455
20-02-2025 03:33,21.018,6.629,316.281,20.96,31.192,52.789,0,0.513,1893.913,460
20-02-2025 03:33,21.026,2.829,347.957,8.131,22.458,98.784,0,0.517,635.075,465
20-02-2025 03:33,21.033,2.63,335.853,7.83,34.598,56.323,0,0.521,4715.338,470
20-02-2025 03:33,21.051,6.665,253.992,26.243,23.243,56.551,0,0.53,1234.191,475
20-02-2025 03:34,21.066,5.413,348.188,15.547,38.23,91.077,0,0.538,5733.658,480
20-02-2025 03:34,21.071,1.509,206.361,7.311,39.094,48.756,0,0.54,1178.801,485
20-02-2025 03:34,21.09,6.941,438.006,15.847,30.629,80.733,0,0.55,3517.638,490
20-02-2025 03:34,21.108,6.432,401.86,16.006,36.894,98.32,0,0.558,640.491,495
20-02-2025 03:34,21.116,3.073,373.367,8.232,26.674,103.364,0,0.563,5802.631,500
20-02-2025 03:34,21.135,6.826,392.219,17.403,36.859,73.121,0,0.572,82.37,505
20-02-2025 03:34,21.145,3.573,473.297,7.549,36.283,28.936,0,0.577,1579.548,510
20-02-2025 03:34,21.154,3.166,408.311,7.753,37.776,96.499,0,0.582,4857.531,515
20-02-2025 03:34,21.165,4.063,361.319,11.244,37.26,118.423,0,0.587,5428.192,520
20-02-2025 03:34,21.171,1.958,469.015,4.176,35.815,107.891,0,0.59,3704.802,525
20-02-2025 03:34,21.177,2.223,239.382,9.286,25.454,15.165,0,0.593,3911.204,530
20-02-2025 03:34,21.189,4.515,476.685,9.472,22.366,56.547,0,0.599,1788.967,535
20-02-2025 03:35,21.196,2.408,451.111,5.338,20.53,75.501,0,0.603,1981.839,540
20-02-2025 03:35,21.201,1.914,355.117,5.389,22.472,67.498,0,0.605,3168.596,545
20-02-2025 03:35,21.214,4.436,470.15,9.434,25.033,36.377,0,0.611,2947.352,550
20-02-2025 03:35,21.23,5.695,234.419,24.293,21.052,80.831,0,0.619,1281.65,555
20-02-2025 03:35,21.235,2.154,412.659,5.22,20.653,79.259,0,0.622,2742.28,560
20-02-2025 03:35,21.246,3.721,496.305,7.497,33.144,79.863,0,0.628,4854.09,565
20-02-2025 03:35,21.256,3.605,363.463,9.919,34.383,94.627,0,0.633,5829.956,570
20-02-2025 03:35,21.262,2.116,241.551,8.759,23.277,73.57,0,0.635,2551.816,575
20-02-2025 03:35,21.268,2.092,487.005,4.296,20.7,62.194,0,0.638,2939.03,580
20-02-2025 03:35,21.279,4.148,456.734,9.082,21.421,45.616,0,0.644,3978.001,585
20-02-2025 03:35,21.297,6.356,364.248,17.449,27.516,86.419,0,0.653,2169.66,590
20-02-2025 03:35,21.312,5.391,368.841,14.617,26.617,90.587,0,0.66,4553.474,595
20-02-2025 03:36,21.32,3.063,297.217,10.306,30.975,43.781,0,0.665,1725.42,600
20-02-2025 03:36,21.334,4.838,208.689,23.183,28.728,62.594,0,0.671,4050.403,605
20-02-2025 03:36,21.349,5.601,303.52,18.454,35.675,67.909,0,0.679,5686.537,610
20-02-2025 03:36,21.352,1.141,499.222,2.286,24.96,49.813,0,0.681,1709.634,615
20-02-2025 03:36,21.357,1.597,247.654,6.45,38.123,44.459,0,0.683,2572.729,620
20-02-2025 03:36,21.376,6.89,308.554,22.33,39.227,7.059,0,0.693,2483.75,625
20-02-2025 03:36,21.384,2.902,231.624,12.531,34.486,38.12,0,0.697,5743.232,630
20-02-2025 03:36,21.395,3.842,486.677,7.895,35.553,82.965,0,0.702,128.651,635
20-02-2025 03:36,21.412,6.269,463.736,13.519,26.844,118.82,0,0.711,4151.04,640
20-02-2025 03:36,21.416,1.384,476.262,2.905,22.268,20.898,0,0.713,2410.784,645
20-02-2025 03:36,21.426,3.583,378.32,9.47,25.901,23.114,0,0.718,2032.976,650
20-02-2025 03:36,21.434,2.924,432.96,6.754,20.662,56.985,0,0.722,4269.78,655
20-02-2025 03:37,21.45,5.77,232.16,24.855,25.852,67.339,0,0.73,4214.963,660
20-02-2025 03:37,21.461,3.904,275.34,14.178,38.482,83.794,0,0.735,5738.659,665
20-02-2025 03:37,21.468,2.561,225.808,11.34,37.084,63.256,0,0.739,2987.848,670
20-02-2025 03:37,21.481,4.843,243.402,19.899,39.592,18.148,0,0.745,132.664,675
20-02-2025 03:37,21.489,2.541,483.363,5.258,26.319,33.698,0,0.749,180.703,680
20-02-2025 03:37,21.494,2.109,409.3,5.152,38.578,72.133,0,0.752,1411.507,685
20-02-2025 03:37,21.501,2.443,273.972,8.918,30.521,21.937,0,0.755,1252.41,690
20-02-2025 03:37,21.512,3.746,483.396,7.749,26.457,86.734,0,0.76,1371.054,695
20-02-2025 03:37,21.522,3.653,448.169,8.152,29.053,76.276,0,0.765,4561.515,700
20-02-2025 03:37,21.536,5.125,272.446,18.81,33.95,47.722,0,0.773,5832.331,705
20-02-2025 03:37,21.542,2.18,225.048,9.687,20.525,77.87,0,0.776,1964.96,710
20-02-2025 03:37,21.548,2.15,237.63,9.049,24.499,40.527,0,0.779,5497.398,715
20-02-2025 03:38,21.564,5.879,269.026,21.853,24.629,14.994,0,0.787,5514.095,720
20-02-2025 03:38,21.573,3.095,355.024,8.718,39.835,24.877,0,0.791,3944.689,725
20-02-2025 03:38,21.585,4.311,309.011,13.95,31.811,78.921,0,0.797,3213.639,730
20-02-2025 03:38,21.592,2.634,485.821,5.421,35.045,48.183,0,0.801,4681.093,735
20-02-2025 03:38,21.605,4.713,215.749,21.847,22.985,47.507,0,0.807,826.947,740
20-02-2025 03:38,21.624,6.572,496.197,13.245,39.081,49.564,0,0.816,3911.016,745
20-02-2025 03:38,21.632,3.077,201.567,15.266,37.666,30.366,0,0.821,1297.466,750
20-02-2025 03:38,21.642,3.536,416.799,8.484,24.62,19.715,0,0.826,1882.236,755
20-02-2025 03:38,21.652,3.785,408.822,9.257,29.756,80.104,0,0.831,2602.514,760
20-02-2025 03:38,21.658,1.927,261.948,7.356,21.533,31.021,0,0.834,4155.993,765
20-02-2025 03:38,21.675,6.22,376.144,16.535,24.638,99.545,0,0.842,1364.106,770
20-02-2025 03:38,21.68,1.818,421.238,4.316,37.486,78.089,0,0.845,1738.531,775
20-02-2025 03:39,21.69,3.398,298.653,11.377,25.983,58.973,0,0.849,320.275,780
20-02-2025 03:39,21.7,3.681,413.069,8.912,37.573,38.527,0,0.855,5270.4,785
20-02-2025 03:39,21.708,2.945,267.727,10.999,21.72,69.463,0,0.859,5860.082,790
20-02-2025 03:39,21.715,2.504,296.708,8.441,39.109,42.296,0,0.862,1456.572,795
20-02-2025 03:39,21.723,2.892,310.01,9.329,26.068,83.52,0,0.866,5421.773,800
20-02-2025 03:39,21.735,4.496,403.262,11.15,34.275,108.258,0,0.872,1095.788,805
20-02-2025 03:39,21.743,2.731,478.41,5.709,32.453,77.683,0,0.876,4333.402,810
20-02-2025 03:39,21.749,2.237,490.485,4.561,28.242,18.268,0,0.879,3506.794,815
20-02-2025 03:39,21.754,1.676,382.015,4.387,27.349,39.534,0,0.882,1085.752,820
20-02-2025 03:39,21.769,5.434,342.475,15.868,35.862,50.679,0,0.889,385.562,825
20-02-2025 03:39,21.772,1.166,382.5,3.049,38.824,107.084,0,0.891,963.714,830
20-02-2025 03:39,21.778,2.203,406.578,5.418,33.288,93.31,0,0.894,1332.791,835
20-02-2025 03:40,21.788,3.632,381.561,9.52,23.702,36.886,0,0.899,621.003,840
20-02-2025 03:40,21.807,6.518,480.799,13.556,26.16,14.355,0,0.908,88.737,845
20-02-2025 03:40,21.813,2.336,257.437,9.073,27.972,112.919,0,0.911,1912.041,850
20-02-2025 03:40,21.819,2.07,470.122,4.403,39.066,90.747,0,0.914,4622.671,855
20-02-2025 03:40,21.823,1.37,243.957,5.617,33.702,33.773,0,0.916,4563.907,860
20-02-2025 03:40,21.841,6.634,411.49,16.121,22.87,6.8,0,0.925,629.927,865
20-02-2025 03:40,21.846,1.641,347.857,4.716,32.043,69.275,0,0.927,3483.3,870
20-02-2025 03:40,21.849,1.286,244.1,5.268,37.213,73.665,0,0.929,4708.843,875
20-02-2025 03:40,21.853,1.231,324.09,3.797,32.815,28.913,0,0.931,4359.137,880
20-02-2025 03:40,21.865,4.429,356.335,12.43,28.926,39.064,0,0.937,5947.049,885
20-02-2025 03:40,21.869,1.671,337.907,4.946,26.34,34.426,0,0.939,4145.33,890
20-02-2025 03:40,21.879,3.582,279.488,12.818,34.022,73.452,0,0.944,3177.597,895
20-02-2025 03:41,21.892,4.499,286.637,15.694,34.431,44.484,0,0.951,2037.398,900
20-02-2025 03:41,21.905,4.61,495.508,9.304,32.321,110.99,0,0.957,4744.846,905
20-02-2025 03:41,21.919,5.117,475.796,10.755,23.945,60.162,0,0.964,271.597,910
20-02-2025 03:41,21.932,4.831,314.802,15.347,20.426,85.44,0,0.971,837.307,915
20-02-2025 03:41,21.948,5.632,309.228,18.214,37.083,58.965,0,0.979,3917.83,920
20-02-2025 03:41,21.951,1.083,228.174,4.748,39.478,15.262,0,0.98,37.809,925
20-02-2025 03:41,21.954,1.045,290.782,3.593,21.778,103.351,0,0.982,3417.839,930
20-02-2025 03:41,21.973,6.819,220.39,30.939,29.287,23.089,0,0.991,3495.214,935
20-02-2025 03:41,21.991,6.588,201.679,32.668,31.342,69.157,0,1,2983.246,940
20-02-2025 03:41,22.01,6.645,244.551,27.17,31.379,81.39,0,1.009,1411.711,945
20-02-2025 03:41,22.015,1.891,384.785,4.915,38.292,98.64,0,1.012,5314.917,950
20-02-2025 03:41,22.023,2.906,358.728,8.1,30.583,31.138,0,1.016,35.892,955
20-02-2025 03:42,22.038,5.585,407.42,13.708,38.297,32.51,0,1.024,1889.095,960
20-02-2025 03:42,22.055,5.96,301.195,19.787,21.939,110.613,0,1.032,4833.41,965
20-02-2025 03:42,22.074,6.653,390.837,17.021,36.394,86.753,0,1.041,1093.125,970
20-02-2025 03:42,22.078,1.544,324.285,4.762,31.455,20.253,0,1.044,1196.323,975
20-02-2025 03:42,22.097,6.839,229.212,29.836,31.741,52.938,0,1.053,3235.833,980
20-02-2025 03:42,22.104,2.458,377.865,6.505,35.07,5.278,0,1.056,5093.839,985
20-02-2025 03:42,22.117,4.826,342.774,14.08,32.94,33.045,0,1.063,4943.852,990
20-02-2025 03:42,22.126,3.05,474.417,6.43,27.268,20.904,0,1.067,76.718,995
20-02-2025 03:42,22.139,4.753,395.998,12.002,29.789,45.226,0,1.074,4040.648,1000
20-02-2025 03:42,22.152,4.908,291.821,16.818,39.236,96.595,0,1.081,3346.617,1005
20-02-2025 03:42,22.158,1.92,342.545,5.606,25.636,38.95,0,1.083,3157.8,1010
20-02-2025 03:42,22.164,2.314,426.423,5.428,31.745,75.089,0,1.087,845.058,1015
20-02-2025 03:43,22.173,3.19,363.272,8.781,23.718,12.575,0,1.091,2266.858,1020
20-02-2025 03:43,22.178,1.893,414.256,4.57,35.942,77.723,0,1.094,1455.354,1025
20-02-2025 03:43,22.193,5.453,238.539,22.862,37.068,7.098,0,1.101,2532.702,1030
20-02-2025 03:43,22.2,2.547,329.209,7.738,30.669,39.758,0,1.105,550.824,1035
20-02-2025 03:43,22.207,2.415,376.656,6.412,25.201,44.174,0,1.108,5624.366,1040
20-02-2025 03:43,22.218,3.901,294.123,13.261,23.714,97.535,0,1.114,3036.949,1045
20-02-2025 03:43,22.235,6.14,389.167,15.777,27.496,93.016,0,1.122,3466.994,1050
20-02-2025 03:43,22.238,1.14,325.701,3.5,27.887,97.4,0,1.124,3430.634,1055
20-02-2025 03:43,22.246,2.961,291.767,10.149,29.335,82.842,0,1.128,4195.518,1060
20-02-2025 03:43,22.252,1.944,488.675,3.978,25.026,69.964,0,1.131,1446.179,1065
20-02-2025 03:43,22.258,2.217,481.045,4.609,29.873,46.244,0,1.134,5461.57,1070
20-02-2025 03:43,22.267,3.392,293.691,11.55,24.741,89.362,0,1.138,2400.74,1075
20-02-2025 03:44,22.283,5.532,346.653,15.958,26.383,0.23,0,1.146,376.397,1080
20-02-2025 03:44,22.286,1.12,222.016,5.047,35.595,73.37,0,1.148,2461.025,1085
20-02-2025 03:44,22.304,6.533,280.873,23.259,35.33,6.052,0,1.157,3837.995,1090
20-02-2025 03:44,22.32,5.634,304.422,18.508,21.869,67.012,0,1.164,796.269,1095
20-02-2025 03:44,22.337,6.056,387.206,15.639,31.335,12.713,0,1.173,5044.088,1100
20-02-2025 03:44,22.345,3.216,410.392,7.835,28.114,71.956,0,1.177,2932.942,1105
20-02-2025 03:44,22.352,2.534,434.194,5.836,31.507,20.555,0,1.181,4211.931,1110
20-02-2025 03:44,22.36,2.754,312.58,8.811,33.327,59.468,0,1.185,1895.404,1115
20-02-2025 03:44,22.367,2.329,213.534,10.906,22.028,91.933,0,1.188,3959.801,1120
20-02-2025 03:44,22.381,5.103,316.989,16.1,25.522,48.886,0,1.195,2644.839,1125
20-02-2025 03:44,22.396,5.383,355.884,15.126,31.121,13.4,0,1.203,5946.162,1130
20-02-2025 03:44,22.401,2.032,333.103,6.1,39.872,52.596,0,1.205,3978.48,1135
20-02-2025 03:45,22.411,3.601,208.913,17.235,38.103,84.607,0,1.21,1312.859,1140
20-02-2025 03:45,22.421,3.427,413.241,8.292,30.877,27.807,0,1.215,764.943,1145
20-02-2025 03:45,22.43,3.313,476.353,6.955,24.623,69.085,0,1.22,1755.829,1150
20-02-2025 03:45,22.435,1.934,324.161,5.968,23.024,0.951,0,1.222,4268.811,1155
20-02-2025 03:45,22.446,3.681,349.164,10.541,32.125,4.255,0,1.227,978.39,1160
20-02-2025 03:45,22.449,1.104,343.047,3.217,38.414,92.214,0,1.229,806.538,1165
20-02-2025 03:45,22.456,2.438,233.763,10.429,33.201,7.366,0,1.232,5395.253,1170
20-02-2025 03:45,22.475,6.991,222.916,31.362,28.016,60.302,0,1.242,1640.078,1175
20-02-2025 03:45,22.494,6.719,343.773,19.544,32.797,8.841,0,1.251,231.856,1180
20-02-2025 03:45,22.509,5.433,308.35,17.62,23.83,100.859,0,1.259,1361.382,1185
20-02-2025 03:45,22.521,4.508,288.932,15.603,24.633,21.769,0,1.265,5092.761,1190
20-02-2025 03:45,22.528,2.455,336.514,7.294,32.842,69.891,0,1.269,3944.368,1195
20-02-2025 03:46,22.546,6.357,454.096,13.999,30.887,6.008,0,1.277,2056.363,1200
20-02-2025 03:46,22.549,1.162,232.865,4.989,22.316,9.945,0,1.279,2716.905,1205
20-02-2025 03:46,22.565,5.642,332.25,16.981,26.449,73.539,0,1.287,5518.204,1210
20-02-2025 03:46,22.577,4.368,439.131,9.947,36.902,21.343,0,1.293,1052.373,1215
20-02-2025 03:46,22.583,2.179,204.156,10.672,24.484,19.777,0,1.296,3309.181,1220
20-02-2025 03:46,22.595,4.441,492.71,9.012,25.986,2.269,0,1.302,2178.072,1225
20-02-2025 03:46,22.601,2.05,385.461,5.318,38.364,89.006,0,1.305,4397.231,1230
20-02-2025 03:46,22.616,5.627,365.583,15.391,31.243,105.731,0,1.313,2967.65,1235
20-02-2025 03:46,22.634,6.307,302.643,20.839,24,75.432,0,1.322,4260.059,1240
20-02-2025 03:46,22.639,1.72,256.857,6.695,34.844,43.064,0,1.324,4483.448,1245
20-02-2025 03:46,22.654,5.414,316.6,17.101,36.664,75.325,0,1.332,4547.104,1250
20-02-2025 03:46,22.66,2.222,472.56,4.702,32.058,6.382,0,1.335,913.175,1255
20-02-2025 03:47,22.669,3.386,242.591,13.957,33.657,66.74,0,1.339,3199.325,1260
20-02-2025 03:47,22.682,4.386,483.366,9.074,39.218,12.444,0,1.345,5679.239,1265
20-02-2025 03:47,22.687,1.859,263.907,7.046,22.258,100.738,0,1.348,3121.085,1270
20-02-2025 03:47,22.701,5.322,395.773,13.448,30.477,74.098,0,1.355,3757.489,1275
20-02-2025 03:47,22.711,3.41,315.771,10.798,31.866,15.606,0,1.36,5952.301,1280
20-02-2025 03:47,22.727,5.636,488.432,11.54,27.117,111.686,0,1.368,3162.884,1285
20-02-2025 03:47,22.742,5.451,435.601,12.514,39.804,61.303,0,1.376,5037.969,1290
20-02-2025 03:47,22.747,1.951,219.118,8.905,29.446,71.369,0,1.378,3020.26,1295
20-02-2025 03:47,22.762,5.417,217.664,24.888,21.717,52.148,0,1.386,95.939,1300
20-02-2025 03:47,22.774,4.334,228.879,18.936,22.993,59.368,0,1.392,2396.933,1305
20-02-2025 03:47,22.777,1.126,283.406,3.974,24.929,72.605,0,1.393,1758.379,1310
20-02-2025 03:47,22.79,4.447,393.3,11.306,39.282,95.622,0,1.4,1644.218,1315
20-02-2025 03:48,22.808,6.655,304.353,21.865,37.13,56.661,0,1.409,4478.021,1320
20-02-2025 03:48,22.817,2.978,266.59,11.171,20.623,27.214,0,1.413,5239.11,1325
20-02-2025 03:48,22.819,1.015,299.039,3.393,20.99,104.522,0,1.414,4005.471,1330
20-02-2025 03:48,22.836,5.992,372.118,16.102,22.787,9.153,0,1.423,5344.005,1335
20-02-2025 03:48,22.853,6.238,422.055,14.781,26.272,62.001,0,1.431,3298.735,1340
20-02-2025 03:48,22.861,2.674,453.869,5.892,32.479,3.521,0,1.435,1587.576,1345
20-02-2025 03:48,22.873,4.492,488.976,9.187,26.464,17.066,0,1.441,4926.639,1350
20-02-2025 03:48,22.879,2.199,472.68,4.652,26.215,53.832,0,1.444,4667.211,1355
20-02-2025 03:48,22.899,6.91,375.386,18.408,24.077,29.65,0,1.454,2698.936,1360
20-02-2025 03:48,22.915,5.891,341.184,17.267,28.785,4.929,0,1.462,3992.849,1365
20-02-2025 03:48,22.932,6.047,410.887,14.716,36.776,90.164,0,1.47,2659.672,1370
20-02-2025 03:48,22.941,3.393,483.458,7.017,33.57,54.415,0,1.475,763.176,1375
20-02-2025 03:49,22.955,4.902,412.797,11.876,31.205,23.332,0,1.482,4988.853,1380
20-02-2025 03:49,22.966,4.021,406.787,9.884,37.996,58.773,0,1.488,3733.58,1385
20-02-2025 03:49,22.97,1.431,246.698,5.801,39.323,89.187,0,1.49,4257.077,1390
20-02-2025 03:49,22.975,1.933,426.5,4.533,34.848,57.084,0,1.492,3142.239,1395
20-02-2025 03:49,22.988,4.57,266.013,17.181,29.772,89.537,0,1.499,1614.06,1400
20-02-2025 03:49,23.005,6.124,200.229,30.585,21.276,59.893,0,1.507,1092.366,1405
20-02-2025 03:49,23.021,5.635,242.291,23.259,29.499,107.17,0,1.515,387.103,1410
20-02-2025 03:49,23.031,3.715,312.364,11.893,31.148,42.752,0,1.52,5715.189,1415
20-02-2025 03:49,23.039,3.059,211.454,14.468,38.964,96.289,0,1.524,3184.584,1420
20-02-2025 03:49,23.053,5.009,371.74,13.475,31.799,22.412,0,1.531,3700.062,1425
