Timestamp,State Of Charge_SoC,Charging Power_kW,Charging Voltage_V,Charging Current_A,Battery Temperature_C,Vehicle Speed_kmh,Regenerative Power_kW,Energy Supplied_kWh,Motor RPM,Time Elapsed_s,Time-lap,Battery Voltage_BV,Battery Current_IB
25-03-2025 00:03,20.03,12.14,510.33,23.8,26.55,209.83,4.28,1.83,1880.35,230,10,367.36,33.06
25-03-2025 00:04,20.03,15.89,648.24,24.51,44.38,91.99,4.29,1.87,1732.46,240,10,451.15,35.21
25-03-2025 00:04,20.03,44.35,790.72,56.08,22.99,41.22,1.12,1.99,2433.4,250,10,338.21,131.12
25-03-2025 00:04,20.03,46.66,778.66,59.92,36.29,154.29,3.73,2.12,338.09,260,10,547.82,85.17
25-03-2025 00:04,20.03,10.99,575.71,19.09,26.41,255.35,2.54,2.15,2842.22,270,10,592.97,18.54
25-03-2025 00:04,20.03,29.54,667.56,44.24,30.62,192.2,3.81,2.24,2807.92,280,10,542.03,54.49
25-03-2025 00:04,20.03,22.67,425.47,53.29,42.45,155.79,3.04,2.3,1322.67,290,10,415.3,54.59
25-03-2025 00:05,20.03,48.2,733.82,65.68,24.95,285.86,2.44,2.43,394.82,300,10,680.8,70.79
25-03-2025 00:05,20.04,32.95,522.69,63.04,41.7,139.28,0.1,2.53,2606.29,310,10,339.94,96.93
25-03-2025 00:05,20.04,23.82,324.72,73.35,42.42,85.87,1.94,2.59,2546.36,320,10,699.29,34.06
25-03-2025 00:05,20.04,47.55,384.06,123.82,25.48,168.32,1.28,2.72,135.14,330,10,771.06,61.67
25-03-2025 00:05,20.04,43.02,614.1,70.05,39.59,133.64,2.12,2.84,1762.35,340,10,783.3,54.92
25-03-2025 00:05,20.04,33.99,777.98,43.69,26.17,25.63,3.72,2.94,2245.94,350,10,546.19,62.23
25-03-2025 00:06,20.04,12.83,633.86,20.23,43.16,69.59,2.61,2.97,1573.38,360,10,795.53,16.12
25-03-2025 00:06,20.04,45.43,400.91,113.31,32.01,134.28,3.21,3.1,1085.83,370,10,694.37,65.42
25-03-2025 00:06,20.04,19.22,650.86,29.52,27.35,77.07,4.63,3.15,615.35,380,10,689.18,27.88
25-03-2025 00:06,20.05,33.46,631.87,52.96,32.82,245.74,1.19,3.25,1164.69,390,10,461.82,72.46
25-03-2025 00:06,20.05,36.35,580.51,62.62,44.74,17.87,0.79,3.35,1228.58,400,10,602.35,60.35
25-03-2025 00:06,20.05,20.82,316.06,65.86,29.46,298.88,2.31,3.4,443.58,410,10,422.17,49.31
25-03-2025 00:07,20.05,33.62,305.97,109.87,23.9,137.89,2.8,3.5,1734.95,420,10,799.48,42.05
25-03-2025 00:07,20.05,49.65,545.75,90.98,43.03,194.75,2.7,3.64,2786.67,430,10,749.32,66.26
25-03-2025 00:07,20.05,10.19,606.53,16.8,26.22,59.44,3.19,3.66,907.09,440,10,325.02,31.35
25-03-2025 00:07,20.05,35.41,499.72,70.85,33.94,62.53,3.89,3.76,1489.46,450,10,689.44,51.36
25-03-2025 00:07,20.05,5.18,488.74,10.61,34.86,251.0,0.01,3.78,2273.61,460,10,437.74,11.84
25-03-2025 00:07,20.05,47.05,476.38,98.76,40.31,210.62,0.85,3.91,173.13,470,10,413.81,113.69
25-03-2025 00:08,20.06,11.19,508.9,22.0,27.83,278.37,1.26,3.94,438.1,480,10,557.26,20.09
25-03-2025 00:08,20.06,32.68,795.65,41.08,43.25,75.0,2.07,4.03,917.61,490,10,627.7,52.07
25-03-2025 00:08,20.06,37.43,389.17,96.18,36.91,226.42,0.09,4.13,186.0,500,10,537.01,69.7
25-03-2025 00:08,20.06,27.66,558.33,49.54,26.95,258.12,1.15,4.21,1787.17,510,10,341.06,81.1
25-03-2025 00:08,20.06,38.3,387.14,98.94,42.53,203.4,4.98,4.32,1946.44,520,10,686.39,55.81
25-03-2025 00:08,20.06,14.1,545.91,25.83,28.26,34.14,4.5,4.36,2081.35,530,10,490.83,28.73
25-03-2025 00:09,20.06,30.75,628.71,48.9,44.0,104.29,1.48,4.44,2561.63,540,10,621.94,49.44
25-03-2025 00:09,20.06,27.27,514.94,52.96,37.49,136.31,3.63,4.52,2649.47,550,10,693.83,39.3
25-03-2025 00:09,20.06,42.61,659.61,64.59,23.24,177.72,2.67,4.64,2827.48,560,10,541.22,78.72
25-03-2025 00:09,20.07,45.11,747.02,60.38,44.39,6.53,1.3,4.76,90.14,570,10,614.1,73.46
25-03-2025 00:09,20.07,31.51,466.92,67.49,42.34,145.92,0.02,4.85,1951.98,580,10,550.29,57.26
25-03-2025 00:09,20.07,33.66,315.09,106.82,41.29,31.76,3.29,4.94,798.32,590,10,787.69,42.73
25-03-2025 00:10,20.07,6.34,489.82,12.94,21.48,210.26,2.17,4.96,2268.08,600,10,572.92,11.06
25-03-2025 00:10,20.07,44.98,790.22,56.92,37.32,57.55,1.71,5.08,2416.01,610,10,647.49,69.46
25-03-2025 00:10,20.07,40.92,378.58,108.08,25.97,277.44,3.08,5.2,1720.23,620,10,629.23,65.02
25-03-2025 00:10,20.07,31.36,784.63,39.97,42.65,158.7,1.56,5.28,855.93,630,10,570.65,54.95
25-03-2025 00:10,20.07,36.92,698.31,52.88,41.11,70.57,3.68,5.39,2201.28,640,10,554.54,66.59
25-03-2025 00:10,20.08,11.85,413.28,28.67,41.08,148.67,4.45,5.42,635.83,650,10,530.66,22.33
25-03-2025 00:11,20.08,6.06,597.98,10.13,31.47,266.49,2.57,5.44,660.15,660,10,557.47,10.87
25-03-2025 00:11,20.08,5.91,655.73,9.02,36.41,31.28,3.11,5.45,2801.13,670,10,773.65,7.64
25-03-2025 00:11,20.08,22.37,432.28,51.74,39.92,230.54,0.15,5.52,2470.94,680,10,505.0,44.29
25-03-2025 00:11,20.08,23.33,369.93,63.07,31.32,11.3,2.92,5.58,2903.57,690,10,413.9,56.37
25-03-2025 00:11,20.08,21.31,332.99,63.98,28.5,44.48,3.7,5.64,2153.63,700,10,474.54,44.9
25-03-2025 00:11,20.08,20.57,720.32,28.56,34.56,48.81,2.68,5.7,870.43,710,10,580.65,35.43
25-03-2025 00:12,20.08,24.0,564.63,42.51,43.38,230.12,2.79,5.76,338.8,720,10,701.91,34.19
25-03-2025 00:12,20.08,21.72,675.1,32.17,21.74,215.17,4.33,5.82,20.74,730,10,499.34,43.5
25-03-2025 00:12,20.09,26.38,624.05,42.27,29.98,145.86,4.41,5.9,2739.26,740,10,533.16,49.48
25-03-2025 00:12,20.09,47.93,735.03,65.21,24.1,71.24,3.09,6.03,2335.31,750,10,738.81,64.88
25-03-2025 00:12,20.09,46.39,370.74,125.12,44.63,127.06,2.1,6.16,124.48,760,10,661.57,70.12
25-03-2025 00:12,20.09,44.97,435.7,103.22,29.5,249.81,3.33,6.28,2001.48,770,10,463.44,97.05
25-03-2025 00:13,20.09,30.15,530.01,56.9,41.31,185.37,1.71,6.37,70.54,780,10,636.99,47.34
25-03-2025 00:13,20.09,47.44,658.22,72.07,35.05,219.18,2.79,6.5,1357.98,790,10,666.94,71.12
25-03-2025 00:13,20.09,42.56,675.94,62.97,42.79,193.42,3.11,6.62,1953.44,800,10,617.31,68.95
25-03-2025 00:13,20.09,19.79,345.42,57.29,32.4,283.72,4.91,6.67,1765.1,810,10,546.99,36.18
25-03-2025 00:13,20.09,32.31,320.99,100.65,27.56,33.47,3.63,6.76,245.62,820,10,325.61,99.22
25-03-2025 00:13,20.1,47.66,675.75,70.53,35.41,4.95,3.71,6.89,920.42,830,10,459.94,103.62
25-03-2025 00:14,20.1,46.26,719.31,64.31,29.51,172.03,2.41,7.02,586.6,840,10,797.69,57.99
25-03-2025 00:14,20.1,30.59,784.05,39.02,44.33,143.21,4.43,7.11,2672.31,850,10,617.46,49.54
25-03-2025 00:14,20.1,43.42,775.97,55.96,43.38,147.79,0.55,7.23,1681.3,860,10,333.93,130.04
25-03-2025 00:14,20.1,6.21,512.95,12.1,30.3,274.56,1.91,7.25,2961.88,870,10,357.14,17.37
25-03-2025 00:14,20.1,8.7,375.31,23.18,39.22,63.65,1.33,7.27,1224.34,880,10,671.64,12.95
25-03-2025 00:14,20.1,7.21,419.72,17.18,23.78,71.71,2.62,7.29,2019.75,890,10,491.09,14.68
25-03-2025 00:15,20.1,44.78,706.06,63.42,44.07,149.74,1.67,7.41,292.33,900,10,469.47,95.38
25-03-2025 00:15,20.11,42.89,349.87,122.59,33.96,170.41,4.88,7.53,283.31,910,10,507.23,84.56
25-03-2025 00:15,20.11,47.81,494.84,96.62,40.69,190.91,0.06,7.67,159.37,920,10,468.77,101.99
25-03-2025 00:15,20.11,10.1,500.16,20.19,27.26,45.09,3.21,7.69,2084.63,930,10,675.34,14.95
25-03-2025 00:15,20.11,47.37,403.0,117.55,32.66,257.76,1.39,7.83,1125.64,940,10,498.38,95.05
25-03-2025 00:15,20.11,42.94,527.87,81.35,37.97,6.12,2.29,7.95,490.04,950,10,477.69,89.89
25-03-2025 00:16,20.11,20.25,584.3,34.66,32.82,291.55,2.73,8.0,894.64,960,10,588.12,34.44
25-03-2025 00:16,20.11,22.6,543.1,41.61,24.67,236.48,0.98,8.06,1415.51,970,10,580.87,38.91
25-03-2025 00:16,20.11,7.93,783.94,10.12,36.23,26.29,0.28,8.09,1033.89,980,10,765.51,10.36
25-03-2025 00:16,20.11,14.6,584.83,24.97,37.52,264.86,4.49,8.13,2631.07,990,10,740.68,19.71
25-03-2025 00:16,20.12,33.42,728.01,45.91,32.77,42.4,0.39,8.22,1097.64,1000,10,641.6,52.09
25-03-2025 00:16,20.12,29.96,710.78,42.16,39.2,27.11,2.21,8.3,28.36,1010,10,453.75,66.04
25-03-2025 00:17,20.12,19.13,621.13,30.8,40.91,171.37,0.72,8.36,1124.36,1020,10,401.72,47.63
25-03-2025 00:17,20.12,31.09,415.55,74.81,27.72,131.08,2.39,8.44,2696.65,1030,10,610.98,50.88
25-03-2025 00:17,20.12,47.32,739.07,64.03,31.31,5.21,1.56,8.57,1656.23,1040,10,443.87,106.62
25-03-2025 00:17,20.12,11.58,570.83,20.28,39.39,46.08,3.85,8.61,1810.66,1050,10,377.29,30.69
25-03-2025 00:17,20.12,35.75,568.02,62.93,22.82,113.99,4.96,8.71,2335.26,1060,10,656.7,54.44
25-03-2025 00:17,20.12,32.24,765.19,42.14,37.51,13.02,4.45,8.8,160.97,1070,10,467.88,68.91
25-03-2025 00:18,20.13,48.29,365.51,132.13,40.7,209.54,0.59,8.93,277.35,1080,10,734.1,65.79
25-03-2025 00:18,20.13,14.95,316.98,47.16,39.53,0.71,4.39,8.97,74.12,1090,10,468.15,31.93
25-03-2025 00:18,20.13,45.65,788.72,57.87,36.8,67.78,2.03,9.1,2083.29,1100,10,448.15,101.86
25-03-2025 00:18,20.13,16.77,703.7,23.84,35.36,114.57,0.23,9.14,885.62,1110,10,534.12,31.4
25-03-2025 00:18,20.13,42.04,386.93,108.65,29.33,269.56,4.34,9.26,143.16,1120,10,560.14,75.05
25-03-2025 00:18,20.13,17.02,674.45,25.23,34.44,70.75,1.91,9.31,1932.25,1130,10,430.15,39.56
25-03-2025 00:19,20.13,13.65,629.81,21.68,31.04,110.98,1.23,9.35,714.42,1140,10,720.07,18.96
25-03-2025 00:19,20.13,49.1,498.95,98.4,35.8,245.49,4.27,9.48,1446.73,1150,10,763.86,64.28
25-03-2025 00:19,20.13,24.61,648.58,37.95,20.08,103.46,3.4,9.55,158.78,1160,10,556.71,44.21
25-03-2025 00:19,20.14,33.08,582.49,56.79,32.68,110.31,3.55,9.64,1167.68,1170,10,719.27,45.99
25-03-2025 00:19,20.14,48.71,444.52,109.58,31.41,120.94,1.22,9.78,896.16,1180,10,485.49,100.33
25-03-2025 00:19,20.14,9.89,752.82,13.13,42.94,217.03,1.16,9.81,1021.5,1190,10,552.25,17.9
25-03-2025 00:20,20.14,46.96,743.25,63.18,28.69,46.19,2.35,9.94,1351.93,1200,10,340.33,137.98
25-03-2025 00:20,20.14,45.06,360.69,124.94,28.21,163.3,4.47,10.06,2681.87,1210,10,563.72,79.94
25-03-2025 00:20,20.14,31.94,400.14,79.81,33.61,198.02,3.83,10.15,2332.74,1220,10,773.33,41.3
25-03-2025 00:20,20.14,18.46,554.43,33.3,23.48,288.76,2.09,10.2,1892.08,1230,10,646.97,28.54
25-03-2025 00:20,20.14,29.11,565.89,51.44,30.5,138.41,0.73,10.28,1538.84,1240,10,501.61,58.03
25-03-2025 00:20,20.14,13.13,641.88,20.46,21.63,23.47,4.03,10.32,2167.28,1250,10,542.94,24.19
25-03-2025 00:21,20.15,9.12,403.52,22.6,36.77,211.97,2.57,10.34,245.13,1260,10,719.14,12.68
25-03-2025 00:21,20.15,23.95,633.67,37.8,41.31,72.12,1.1,10.41,1888.07,1270,10,665.27,36.0
25-03-2025 00:21,20.15,6.18,634.07,9.74,41.41,254.97,2.65,10.43,2296.52,1280,10,358.72,17.22
25-03-2025 00:21,20.15,35.66,596.3,59.8,44.88,276.26,3.25,10.53,443.78,1290,10,359.36,99.23
25-03-2025 00:21,20.15,8.92,797.24,11.18,25.59,4.83,0.93,10.55,1645.57,1300,10,608.95,14.64
25-03-2025 00:21,20.15,44.84,612.28,73.24,21.73,145.83,2.11,10.68,1582.72,1310,10,346.25,129.52
25-03-2025 00:22,20.15,27.62,337.26,81.9,26.59,137.24,4.28,10.75,2065.45,1320,10,722.03,38.25
25-03-2025 00:22,20.15,44.67,569.03,78.51,33.44,33.72,4.04,10.88,2208.74,1330,10,552.93,80.8
25-03-2025 00:22,20.16,49.42,319.6,154.63,42.64,150.16,2.26,11.01,2780.24,1340,10,739.67,66.81
25-03-2025 00:22,20.16,27.13,422.66,64.18,43.67,188.75,2.62,11.09,2900.48,1350,10,361.68,75.0
25-03-2025 00:22,20.16,47.48,571.29,83.1,22.89,275.15,4.18,11.22,128.92,1360,10,432.72,109.72
25-03-2025 00:22,20.16,48.92,586.73,83.37,29.38,78.86,3.41,11.36,1159.26,1370,10,786.74,62.17
25-03-2025 00:23,20.16,34.84,711.57,48.96,41.92,83.47,3.47,11.45,1815.42,1380,10,486.99,71.53
25-03-2025 00:23,20.16,10.7,441.19,24.26,36.62,214.54,4.81,11.48,1382.83,1390,10,413.16,25.91
25-03-2025 00:23,20.16,20.58,459.71,44.77,43.2,260.41,1.76,11.54,1158.52,1400,10,786.75,26.16
25-03-2025 00:23,20.16,37.1,498.45,74.43,38.65,43.95,0.65,11.64,267.66,1410,10,338.93,109.46
25-03-2025 00:23,20.16,39.16,384.21,101.93,24.71,143.7,0.98,11.75,1558.53,1420,10,429.9,91.1
25-03-2025 00:23,20.17,8.01,326.87,24.5,42.13,295.61,4.54,11.78,2978.58,1430,10,411.68,19.45
25-03-2025 00:24,20.17,25.97,346.83,74.89,44.5,284.29,1.7,11.85,2424.83,1440,10,676.36,38.4
25-03-2025 00:24,20.17,26.07,340.32,76.59,44.18,237.7,1.01,11.92,2333.46,1450,10,752.76,34.63
25-03-2025 00:24,20.17,6.64,777.7,8.54,31.52,212.52,0.92,11.94,2690.84,1460,10,696.04,9.55
25-03-2025 00:24,20.17,13.76,587.03,23.45,33.34,293.75,1.33,11.98,1185.11,1470,10,655.06,21.01
25-03-2025 00:24,20.17,42.54,644.71,65.99,26.34,296.74,2.98,12.09,183.58,1480,10,605.64,70.24
25-03-2025 00:24,20.17,45.57,724.61,62.89,42.53,49.65,0.5,12.22,1135.52,1490,10,548.67,83.06
25-03-2025 00:25,20.17,27.14,528.52,51.35,44.92,70.53,2.97,12.3,2347.86,1500,10,683.74,39.69
25-03-2025 00:25,20.17,31.07,343.75,90.39,26.62,207.79,3.35,12.38,1216.46,1510,10,476.94,65.15
25-03-2025 00:25,20.18,15.05,340.57,44.19,26.35,81.26,0.49,12.42,2958.32,1520,10,518.95,29.0
25-03-2025 00:25,20.18,19.4,396.42,48.93,36.93,96.03,3.55,12.48,2479.03,1530,10,322.06,60.23
25-03-2025 00:25,20.18,28.46,491.54,57.89,29.92,160.69,2.69,12.56,2801.57,1540,10,713.93,39.86
25-03-2025 00:25,20.18,30.75,769.1,39.98,20.14,139.34,4.21,12.64,349.64,1550,10,562.69,54.65
25-03-2025 00:26,20.18,36.0,346.89,103.76,30.5,135.8,0.93,12.74,1617.3,1560,10,584.35,61.6
25-03-2025 00:26,20.18,30.78,452.74,67.98,35.75,188.33,4.03,12.83,184.28,1570,10,391.51,78.62
25-03-2025 00:26,20.18,23.93,548.62,43.62,37.02,111.46,1.56,12.89,1615.48,1580,10,698.64,34.25
25-03-2025 00:26,20.18,43.09,744.35,57.88,34.91,12.07,1.13,13.01,1942.66,1590,10,375.43,114.76
25-03-2025 00:26,20.19,8.89,412.72,21.54,29.1,138.89,0.58,13.04,1536.58,1600,10,712.48,12.48
25-03-2025 00:26,20.19,30.73,391.1,78.56,27.48,47.91,2.7,13.12,1818.59,1610,10,791.78,38.81
25-03-2025 00:27,20.19,12.38,793.85,15.59,32.88,161.09,1.6,13.16,2478.38,1620,10,620.86,19.94
25-03-2025 00:27,20.19,19.97,756.85,26.39,42.52,39.98,4.77,13.21,1859.23,1630,10,505.33,39.52
25-03-2025 00:27,20.19,49.6,309.54,160.25,34.9,131.33,1.93,13.35,445.66,1640,10,579.16,85.65
25-03-2025 00:27,20.19,30.46,481.07,63.31,22.09,130.24,4.02,13.44,2569.11,1650,10,524.69,58.05
25-03-2025 00:27,20.19,25.87,392.97,65.84,25.07,142.54,0.37,13.51,1871.68,1660,10,717.03,36.08
25-03-2025 00:27,20.19,46.45,467.17,99.43,22.58,91.42,0.04,13.64,2713.55,1670,10,566.73,81.97
25-03-2025 00:28,20.19,41.47,448.09,92.54,21.88,297.33,2.3,13.75,1959.19,1680,10,522.39,79.38
25-03-2025 00:28,20.2,31.21,711.46,43.86,40.56,223.43,3.67,13.84,2090.09,1690,10,746.86,41.78
25-03-2025 00:28,20.2,33.3,639.98,52.04,33.21,238.24,0.98,13.93,289.09,1700,10,686.19,48.54
25-03-2025 00:28,20.2,29.08,449.56,64.69,27.68,143.77,1.22,14.01,438.38,1710,10,484.31,60.05
25-03-2025 00:28,20.2,47.1,685.26,68.74,41.94,249.59,3.75,14.14,2399.89,1720,10,658.05,71.58
25-03-2025 00:28,20.2,31.6,430.28,73.43,40.55,265.21,3.58,14.23,1743.19,1730,10,737.0,42.87
25-03-2025 00:29,20.2,29.81,558.25,53.39,32.4,42.24,0.11,14.31,1766.42,1740,10,357.27,83.43
25-03-2025 00:29,20.2,22.68,521.14,43.52,24.75,178.51,3.55,14.38,296.38,1750,10,326.18,69.54
25-03-2025 00:29,20.2,5.78,457.45,12.64,41.72,129.04,0.51,14.39,2419.91,1760,10,622.79,9.29
25-03-2025 00:29,20.2,37.95,733.38,51.74,39.82,4.6,0.32,14.5,1253.29,1770,10,648.09,58.55
25-03-2025 00:29,20.21,12.76,770.47,16.56,33.0,134.36,4.43,14.53,767.36,1780,10,727.36,17.54
25-03-2025 00:29,20.21,22.13,650.1,34.04,38.09,196.01,3.07,14.6,2778.24,1790,10,776.05,28.52
25-03-2025 00:30,20.21,20.87,688.95,30.3,25.22,34.52,0.15,14.65,6.39,1800,10,340.23,61.35
25-03-2025 00:30,20.21,36.42,744.01,48.94,37.18,65.84,4.67,14.75,2409.2,1810,10,491.2,74.14
25-03-2025 00:30,20.21,15.07,571.58,26.37,28.47,199.25,2.49,14.8,2375.52,1820,10,791.66,19.04
25-03-2025 00:30,20.21,10.43,534.3,19.53,40.11,284.18,0.8,14.83,1094.61,1830,10,455.29,22.92
25-03-2025 00:30,20.21,42.42,645.37,65.73,29.41,66.29,0.6,14.94,1099.87,1840,10,488.65,86.81
25-03-2025 00:30,20.21,19.87,585.93,33.91,26.28,48.76,1.73,15.0,713.54,1850,10,467.3,42.52
25-03-2025 00:31,20.22,36.35,796.66,45.63,23.83,265.21,2.07,15.1,1146.11,1860,10,647.19,56.17
25-03-2025 00:31,20.22,43.23,457.56,94.47,42.87,2.45,4.25,15.22,419.78,1870,10,478.62,90.31
25-03-2025 00:31,20.22,31.12,493.52,63.05,20.87,51.07,3.53,15.31,1061.61,1880,10,341.55,91.11
25-03-2025 00:31,20.22,35.99,782.31,46.01,43.58,13.11,0.4,15.41,1930.75,1890,10,421.64,85.36
25-03-2025 00:31,20.22,32.74,606.9,53.95,22.72,118.44,2.63,15.5,442.36,1900,10,768.74,42.59
25-03-2025 00:31,20.22,20.68,530.36,39.0,21.64,251.9,0.59,15.55,2154.76,1910,10,692.24,29.88
25-03-2025 00:32,20.22,42.94,304.22,141.16,39.37,35.43,3.26,15.67,2215.62,1920,10,612.51,70.11
25-03-2025 00:32,20.22,44.77,664.91,67.33,24.77,275.47,4.28,15.8,837.15,1930,10,372.4,120.21
25-03-2025 00:32,20.22,10.6,371.37,28.54,29.74,27.74,1.43,15.83,941.42,1940,10,529.05,20.04
25-03-2025 00:32,20.23,38.45,413.59,92.97,32.59,162.99,1.25,15.93,390.94,1950,10,338.23,113.68
25-03-2025 00:32,20.23,46.53,668.76,69.58,25.81,275.02,4.87,16.06,2820.94,1960,10,673.94,69.04
25-03-2025 00:32,20.23,43.01,635.86,67.63,36.65,202.56,1.09,16.18,1270.33,1970,10,559.87,76.81
25-03-2025 00:33,20.23,33.99,634.46,53.58,25.65,65.34,3.04,16.28,204.8,1980,10,551.99,61.58
25-03-2025 00:33,20.23,8.85,785.33,11.28,28.24,196.38,0.99,16.3,1279.16,1990,10,342.06,25.89
25-03-2025 00:33,20.23,17.97,431.23,41.66,28.61,46.53,3.55,16.35,1670.75,2000,10,452.5,39.7
25-03-2025 00:33,20.23,19.89,624.79,31.84,30.79,101.63,3.86,16.41,1943.18,2010,10,629.91,31.58
25-03-2025 00:33,20.23,6.4,496.93,12.87,35.68,74.27,0.55,16.43,2665.77,2020,10,398.07,16.07
25-03-2025 00:33,20.23,39.25,308.39,127.27,26.8,267.06,0.19,16.53,1019.5,2030,10,602.46,65.15
25-03-2025 00:34,20.24,34.64,367.19,94.34,38.01,174.19,3.38,16.63,1132.02,2040,10,349.37,99.15
25-03-2025 00:34,20.24,39.93,699.45,57.08,42.11,67.51,3.92,16.74,2685.95,2050,10,578.95,68.97
25-03-2025 00:34,20.24,8.36,406.45,20.56,30.0,85.6,0.75,16.76,1530.09,2060,10,735.32,11.36
25-03-2025 00:34,20.24,25.58,778.01,32.88,40.22,294.48,4.19,16.84,1040.96,2070,10,485.67,52.67
25-03-2025 00:34,20.24,27.81,335.48,82.9,30.3,156.73,2.86,16.91,2379.57,2080,10,462.35,60.15
25-03-2025 00:34,20.24,11.28,360.43,31.31,44.25,135.87,1.33,16.94,2023.37,2090,10,392.33,28.76
25-03-2025 00:35,20.24,34.24,745.55,45.92,31.45,117.4,2.06,17.04,1252.95,2100,10,638.62,53.61
25-03-2025 00:35,20.24,33.4,571.21,58.48,33.97,110.1,0.97,17.13,850.15,2110,10,612.03,54.58
25-03-2025 00:35,20.25,35.42,634.64,55.81,37.05,199.02,1.2,17.23,2010.64,2120,10,773.89,45.77
25-03-2025 00:35,20.25,46.45,396.19,117.25,29.62,116.91,1.81,17.36,2946.19,2130,10,569.97,81.5
25-03-2025 00:35,20.25,47.16,430.61,109.52,37.24,61.79,1.53,17.49,707.06,2140,10,400.33,117.81
25-03-2025 00:35,20.25,48.37,707.12,68.41,34.59,75.29,4.28,17.62,1812.16,2150,10,763.79,63.33
25-03-2025 00:36,20.25,12.79,555.71,23.02,40.07,114.09,0.4,17.66,1184.14,2160,10,413.51,30.94
25-03-2025 00:36,20.25,12.06,714.56,16.88,23.24,60.67,4.42,17.69,985.01,2170,10,594.98,20.27
25-03-2025 00:36,20.25,27.66,419.43,65.94,38.23,269.27,3.31,17.77,1683.38,2180,10,649.57,42.58
25-03-2025 00:36,20.25,20.16,525.63,38.35,39.34,139.57,3.03,17.83,1697.45,2190,10,737.14,27.35
25-03-2025 00:36,20.25,5.52,763.08,7.23,36.22,20.21,0.44,17.84,2284.72,2200,10,660.96,8.35
25-03-2025 00:36,20.26,29.51,765.35,38.55,21.58,246.1,3.11,17.92,1783.81,2210,10,603.47,48.89
25-03-2025 00:37,20.26,34.47,494.4,69.72,22.32,202.11,0.85,18.02,2256.09,2220,10,781.23,44.12
25-03-2025 00:37,20.26,24.6,389.09,63.22,28.26,180.86,2.77,18.09,2398.22,2230,10,764.06,32.19
25-03-2025 00:37,20.26,47.37,449.25,105.44,32.73,115.31,0.32,18.22,648.39,2240,10,428.29,110.6
25-03-2025 00:37,20.26,18.65,662.98,28.13,32.69,114.97,4.89,18.27,2571.91,2250,10,386.03,48.31
25-03-2025 00:37,20.26,10.74,401.34,26.75,21.23,44.82,2.68,18.3,2962.74,2260,10,664.32,16.16
