Timestamp,Time-lap,State Of Charge_SoC,Charging Power_kW,Charging Voltage_V,Charging Current_A,Battery Temperature_C,Battery Voltage_BV,Battery Current_IB,Vehicle Speed_kmh,Regenerative Power_kW,Energy Supplied_kWh,Motor RPM,Time Elapsed_s
25-03-2025 00:07,10,20.05,35.41,499.72,70.85,33.94,689.44,51.36,62.53,3.89,3.76,1489.46,450
25-03-2025 00:07,10,20.05,5.18,488.74,10.61,34.86,437.74,11.84,251,0.01,3.78,2273.61,460
25-03-2025 00:07,10,20.05,47.05,476.38,98.76,40.31,413.81,113.69,210.62,0.85,3.91,173.13,470
25-03-2025 00:08,10,20.06,11.19,508.9,22,27.83,557.26,20.09,278.37,1.26,3.94,438.1,480
25-03-2025 00:08,10,20.06,32.68,795.65,41.08,43.25,627.7,52.07,75,2.07,4.03,917.61,490
25-03-2025 00:08,10,20.06,37.43,389.17,96.18,36.91,537.01,69.7,226.42,0.09,4.13,186,500
25-03-2025 00:08,10,20.06,27.66,558.33,49.54,26.95,341.06,81.1,258.12,1.15,4.21,1787.17,510
25-03-2025 00:08,10,20.06,38.3,387.14,98.94,42.53,686.39,55.81,203.4,4.98,4.32,1946.44,520
25-03-2025 00:08,10,20.06,14.1,545.91,25.83,28.26,490.83,28.73,34.14,4.5,4.36,2081.35,530
25-03-2025 00:09,10,20.06,30.75,628.71,48.9,44,621.94,49.44,104.29,1.48,4.44,2561.63,540
25-03-2025 00:09,10,20.06,27.27,514.94,52.96,37.49,693.83,39.3,136.31,3.63,4.52,2649.47,550
25-03-2025 00:09,10,20.06,42.61,659.61,64.59,23.24,541.22,78.72,177.72,2.67,4.64,2827.48,560
25-03-2025 00:09,10,20.07,45.11,747.02,60.38,44.39,614.1,73.46,6.53,1.3,4.76,90.14,570
25-03-2025 00:09,10,20.07,31.51,466.92,67.49,42.34,550.29,57.26,145.92,0.02,4.85,1951.98,580
25-03-2025 00:09,10,20.07,33.66,315.09,106.82,41.29,787.69,42.73,31.76,3.29,4.94,798.32,590
25-03-2025 00:10,10,20.07,6.34,489.82,12.94,21.48,572.92,11.06,210.26,2.17,4.96,2268.08,600
25-03-2025 00:10,10,20.07,44.98,790.22,56.92,37.32,647.49,69.46,57.55,1.71,5.08,2416.01,610
25-03-2025 00:10,10,20.07,40.92,378.58,108.08,25.97,629.23,65.02,277.44,3.08,5.2,1720.23,620
25-03-2025 00:10,10,20.07,31.36,784.63,39.97,42.65,570.65,54.95,158.7,1.56,5.28,855.93,630
25-03-2025 00:10,10,20.07,36.92,698.31,52.88,41.11,554.54,66.59,70.57,3.68,5.39,2201.28,640
25-03-2025 00:10,10,20.08,11.85,413.28,28.67,41.08,530.66,22.33,148.67,4.45,5.42,635.83,650
25-03-2025 00:11,10,20.08,6.06,597.98,10.13,31.47,557.47,10.87,266.49,2.57,5.44,660.15,660
25-03-2025 00:11,10,20.08,5.91,655.73,9.02,36.41,773.65,7.64,31.28,3.11,5.45,2801.13,670
25-03-2025 00:11,10,20.08,22.37,432.28,51.74,39.92,505,44.29,230.54,0.15,5.52,2470.94,680
25-03-2025 00:11,10,20.08,23.33,369.93,63.07,31.32,413.9,56.37,11.3,2.92,5.58,2903.57,690
25-03-2025 00:11,10,20.08,21.31,332.99,63.98,28.5,474.54,44.9,44.48,3.7,5.64,2153.63,700
25-03-2025 00:11,10,20.08,20.57,720.32,28.56,34.56,580.65,35.43,48.81,2.68,5.7,870.43,710
25-03-2025 00:12,10,20.08,24,564.63,42.51,43.38,701.91,34.19,230.12,2.79,5.76,338.8,720
25-03-2025 00:12,10,20.08,21.72,675.1,32.17,21.74,499.34,43.5,215.17,4.33,5.82,20.74,730
25-03-2025 00:12,10,20.09,26.38,624.05,42.27,29.98,533.16,49.48,145.86,4.41,5.9,2739.26,740
25-03-2025 00:12,10,20.09,47.93,735.03,65.21,24.1,738.81,64.88,71.24,3.09,6.03,2335.31,750
25-03-2025 00:12,10,20.09,46.39,370.74,125.12,44.63,661.57,70.12,127.06,2.1,6.16,124.48,760
25-03-2025 00:12,10,20.09,44.97,435.7,103.22,29.5,463.44,97.05,249.81,3.33,6.28,2001.48,770
25-03-2025 00:13,10,20.09,30.15,530.01,56.9,41.31,636.99,47.34,185.37,1.71,6.37,70.54,780
25-03-2025 00:13,10,20.09,47.44,658.22,72.07,35.05,666.94,71.12,219.18,2.79,6.5,1357.98,790
25-03-2025 00:13,10,20.09,42.56,675.94,62.97,42.79,617.31,68.95,193.42,3.11,6.62,1953.44,800
25-03-2025 00:13,10,20.09,19.79,345.42,57.29,32.4,546.99,36.18,283.72,4.91,6.67,1765.1,810
25-03-2025 00:13,10,20.09,32.31,320.99,100.65,27.56,325.61,99.22,33.47,3.63,6.76,245.62,820
25-03-2025 00:13,10,20.1,47.66,675.75,70.53,35.41,459.94,103.62,4.95,3.71,6.89,920.42,830
25-03-2025 00:14,10,20.1,46.26,719.31,64.31,29.51,797.69,57.99,172.03,2.41,7.02,586.6,840
25-03-2025 00:14,10,20.1,30.59,784.05,39.02,44.33,617.46,49.54,143.21,4.43,7.11,2672.31,850
25-03-2025 00:14,10,20.1,43.42,775.97,55.96,43.38,333.93,130.04,147.79,0.55,7.23,1681.3,860
25-03-2025 00:14,10,20.1,6.21,512.95,12.1,30.3,357.14,17.37,274.56,1.91,7.25,2961.88,870
25-03-2025 00:14,10,20.1,8.7,375.31,23.18,39.22,671.64,12.95,63.65,1.33,7.27,1224.34,880
25-03-2025 00:14,10,20.1,7.21,419.72,17.18,23.78,491.09,14.68,71.71,2.62,7.29,2019.75,890
25-03-2025 00:15,10,20.1,44.78,706.06,63.42,44.07,469.47,95.38,149.74,1.67,7.41,292.33,900
25-03-2025 00:15,10,20.11,42.89,349.87,122.59,33.96,507.23,84.56,170.41,4.88,7.53,283.31,910
25-03-2025 00:15,10,20.11,47.81,494.84,96.62,40.69,468.77,101.99,190.91,0.06,7.67,159.37,920
25-03-2025 00:15,10,20.11,10.1,500.16,20.19,27.26,675.34,14.95,45.09,3.21,7.69,2084.63,930
25-03-2025 00:15,10,20.11,47.37,403,117.55,32.66,498.38,95.05,257.76,1.39,7.83,1125.64,940
25-03-2025 00:15,10,20.11,42.94,527.87,81.35,37.97,477.69,89.89,6.12,2.29,7.95,490.04,950
25-03-2025 00:16,10,20.11,20.25,584.3,34.66,32.82,588.12,34.44,291.55,2.73,8,894.64,960
25-03-2025 00:16,10,20.11,22.6,543.1,41.61,24.67,580.87,38.91,236.48,0.98,8.06,1415.51,970
25-03-2025 00:16,10,20.11,7.93,783.94,10.12,36.23,765.51,10.36,26.29,0.28,8.09,1033.89,980
25-03-2025 00:16,10,20.11,14.6,584.83,24.97,37.52,740.68,19.71,264.86,4.49,8.13,2631.07,990
25-03-2025 00:16,10,20.12,33.42,728.01,45.91,32.77,641.6,52.09,42.4,0.39,8.22,1097.64,1000
25-03-2025 00:16,10,20.12,29.96,710.78,42.16,39.2,453.75,66.04,27.11,2.21,8.3,28.36,1010
25-03-2025 00:17,10,20.12,19.13,621.13,30.8,40.91,401.72,47.63,171.37,0.72,8.36,1124.36,1020
25-03-2025 00:17,10,20.12,31.09,415.55,74.81,27.72,610.98,50.88,131.08,2.39,8.44,2696.65,1030
25-03-2025 00:17,10,20.12,47.32,739.07,64.03,31.31,443.87,106.62,5.21,1.56,8.57,1656.23,1040
25-03-2025 00:17,10,20.12,11.58,570.83,20.28,39.39,377.29,30.69,46.08,3.85,8.61,1810.66,1050
25-03-2025 00:17,10,20.12,35.75,568.02,62.93,22.82,656.7,54.44,113.99,4.96,8.71,2335.26,1060
25-03-2025 00:17,10,20.12,32.24,765.19,42.14,37.51,467.88,68.91,13.02,4.45,8.8,160.97,1070
25-03-2025 00:18,10,20.13,48.29,365.51,132.13,40.7,734.1,65.79,209.54,0.59,8.93,277.35,1080
25-03-2025 00:18,10,20.13,14.95,316.98,47.16,39.53,468.15,31.93,0.71,4.39,8.97,74.12,1090
25-03-2025 00:18,10,20.13,45.65,788.72,57.87,36.8,448.15,101.86,67.78,2.03,9.1,2083.29,1100
25-03-2025 00:18,10,20.13,16.77,703.7,23.84,35.36,534.12,31.4,114.57,0.23,9.14,885.62,1110
25-03-2025 00:18,10,20.13,42.04,386.93,108.65,29.33,560.14,75.05,269.56,4.34,9.26,143.16,1120
25-03-2025 00:18,10,20.13,17.02,674.45,25.23,34.44,430.15,39.56,70.75,1.91,9.31,1932.25,1130
25-03-2025 00:19,10,20.13,13.65,629.81,21.68,31.04,720.07,18.96,110.98,1.23,9.35,714.42,1140
25-03-2025 00:19,10,20.13,49.1,498.95,98.4,35.8,763.86,64.28,245.49,4.27,9.48,1446.73,1150
25-03-2025 00:19,10,20.13,24.61,648.58,37.95,20.08,556.71,44.21,103.46,3.4,9.55,158.78,1160
25-03-2025 00:19,10,20.14,33.08,582.49,56.79,32.68,719.27,45.99,110.31,3.55,9.64,1167.68,1170
25-03-2025 00:19,10,20.14,48.71,444.52,109.58,31.41,485.49,100.33,120.94,1.22,9.78,896.16,1180
25-03-2025 00:19,10,20.14,9.89,752.82,13.13,42.94,552.25,17.9,217.03,1.16,9.81,1021.5,1190
25-03-2025 00:20,10,20.14,46.96,743.25,63.18,28.69,340.33,137.98,46.19,2.35,9.94,1351.93,1200
25-03-2025 00:20,10,20.14,45.06,360.69,124.94,28.21,563.72,79.94,163.3,4.47,10.06,2681.87,1210
25-03-2025 00:20,10,20.14,31.94,400.14,79.81,33.61,773.33,41.3,198.02,3.83,10.15,2332.74,1220
25-03-2025 00:20,10,20.14,18.46,554.43,33.3,23.48,646.97,28.54,288.76,2.09,10.2,1892.08,1230
25-03-2025 00:20,10,20.14,29.11,565.89,51.44,30.5,501.61,58.03,138.41,0.73,10.28,1538.84,1240
25-03-2025 00:20,10,20.14,13.13,641.88,20.46,21.63,542.94,24.19,23.47,4.03,10.32,2167.28,1250
25-03-2025 00:21,10,20.15,9.12,403.52,22.6,36.77,719.14,12.68,211.97,2.57,10.34,245.13,1260
25-03-2025 00:21,10,20.15,23.95,633.67,37.8,41.31,665.27,36,72.12,1.1,10.41,1888.07,1270
25-03-2025 00:21,10,20.15,6.18,634.07,9.74,41.41,358.72,17.22,254.97,2.65,10.43,2296.52,1280
25-03-2025 00:21,10,20.15,35.66,596.3,59.8,44.88,359.36,99.23,276.26,3.25,10.53,443.78,1290
25-03-2025 00:21,10,20.15,8.92,797.24,11.18,25.59,608.95,14.64,4.83,0.93,10.55,1645.57,1300
25-03-2025 00:21,10,20.15,44.84,612.28,73.24,21.73,346.25,129.52,145.83,2.11,10.68,1582.72,1310
25-03-2025 00:22,10,20.15,27.62,337.26,81.9,26.59,722.03,38.25,137.24,4.28,10.75,2065.45,1320
25-03-2025 00:22,10,20.15,44.67,569.03,78.51,33.44,552.93,80.8,33.72,4.04,10.88,2208.74,1330
25-03-2025 00:22,10,20.16,49.42,319.6,154.63,42.64,739.67,66.81,150.16,2.26,11.01,2780.24,1340
25-03-2025 00:22,10,20.16,27.13,422.66,64.18,43.67,361.68,75,188.75,2.62,11.09,2900.48,1350
25-03-2025 00:22,10,20.16,47.48,571.29,83.1,22.89,432.72,109.72,275.15,4.18,11.22,128.92,1360
25-03-2025 00:22,10,20.16,48.92,586.73,83.37,29.38,786.74,62.17,78.86,3.41,11.36,1159.26,1370
25-03-2025 00:23,10,20.16,34.84,711.57,48.96,41.92,486.99,71.53,83.47,3.47,11.45,1815.42,1380
25-03-2025 00:23,10,20.16,10.7,441.19,24.26,36.62,413.16,25.91,214.54,4.81,11.48,1382.83,1390
25-03-2025 00:23,10,20.16,20.58,459.71,44.77,43.2,786.75,26.16,260.41,1.76,11.54,1158.52,1400
25-03-2025 00:23,10,20.16,37.1,498.45,74.43,38.65,338.93,109.46,43.95,0.65,11.64,267.66,1410
25-03-2025 00:23,10,20.16,39.16,384.21,101.93,24.71,429.9,91.1,143.7,0.98,11.75,1558.53,1420
25-03-2025 00:23,10,20.17,8.01,326.87,24.5,42.13,411.68,19.45,295.61,4.54,11.78,2978.58,1430
25-03-2025 00:24,10,20.17,25.97,346.83,74.89,44.5,676.36,38.4,284.29,1.7,11.85,2424.83,1440
25-03-2025 00:24,10,20.17,26.07,340.32,76.59,44.18,752.76,34.63,237.7,1.01,11.92,2333.46,1450
25-03-2025 00:24,10,20.17,6.64,777.7,8.54,31.52,696.04,9.55,212.52,0.92,11.94,2690.84,1460
25-03-2025 00:24,10,20.17,13.76,587.03,23.45,33.34,655.06,21.01,293.75,1.33,11.98,1185.11,1470
25-03-2025 00:24,10,20.17,42.54,644.71,65.99,26.34,605.64,70.24,296.74,2.98,12.09,183.58,1480
25-03-2025 00:24,10,20.17,45.57,724.61,62.89,42.53,548.67,83.06,49.65,0.5,12.22,1135.52,1490
25-03-2025 00:25,10,20.17,27.14,528.52,51.35,44.92,683.74,39.69,70.53,2.97,12.3,2347.86,1500
25-03-2025 00:25,10,20.17,31.07,343.75,90.39,26.62,476.94,65.15,207.79,3.35,12.38,1216.46,1510
25-03-2025 00:25,10,20.18,15.05,340.57,44.19,26.35,518.95,29,81.26,0.49,12.42,2958.32,1520
25-03-2025 00:25,10,20.18,19.4,396.42,48.93,36.93,322.06,60.23,96.03,3.55,12.48,2479.03,1530
25-03-2025 00:25,10,20.18,28.46,491.54,57.89,29.92,713.93,39.86,160.69,2.69,12.56,2801.57,1540
25-03-2025 00:25,10,20.18,30.75,769.1,39.98,20.14,562.69,54.65,139.34,4.21,12.64,349.64,1550
25-03-2025 00:26,10,20.18,36,346.89,103.76,30.5,584.35,61.6,135.8,0.93,12.74,1617.3,1560
25-03-2025 00:26,10,20.18,30.78,452.74,67.98,35.75,391.51,78.62,188.33,4.03,12.83,184.28,1570
25-03-2025 00:26,10,20.18,23.93,548.62,43.62,37.02,698.64,34.25,111.46,1.56,12.89,1615.48,1580
25-03-2025 00:26,10,20.18,43.09,744.35,57.88,34.91,375.43,114.76,12.07,1.13,13.01,1942.66,1590
25-03-2025 00:26,10,20.19,8.89,412.72,21.54,29.1,712.48,12.48,138.89,0.58,13.04,1536.58,1600
25-03-2025 00:26,10,20.19,30.73,391.1,78.56,27.48,791.78,38.81,47.91,2.7,13.12,1818.59,1610
25-03-2025 00:27,10,20.19,12.38,793.85,15.59,32.88,620.86,19.94,161.09,1.6,13.16,2478.38,1620
25-03-2025 00:27,10,20.19,19.97,756.85,26.39,42.52,505.33,39.52,39.98,4.77,13.21,1859.23,1630
25-03-2025 00:27,10,20.19,49.6,309.54,160.25,34.9,579.16,85.65,131.33,1.93,13.35,445.66,1640
25-03-2025 00:27,10,20.19,30.46,481.07,63.31,22.09,524.69,58.05,130.24,4.02,13.44,2569.11,1650
25-03-2025 00:27,10,20.19,25.87,392.97,65.84,25.07,717.03,36.08,142.54,0.37,13.51,1871.68,1660
25-03-2025 00:27,10,20.19,46.45,467.17,99.43,22.58,566.73,81.97,91.42,0.04,13.64,2713.55,1670
25-03-2025 00:28,10,20.19,41.47,448.09,92.54,21.88,522.39,79.38,297.33,2.3,13.75,1959.19,1680
25-03-2025 00:28,10,20.2,31.21,711.46,43.86,40.56,746.86,41.78,223.43,3.67,13.84,2090.09,1690
25-03-2025 00:28,10,20.2,33.3,639.98,52.04,33.21,686.19,48.54,238.24,0.98,13.93,289.09,1700
25-03-2025 00:28,10,20.2,29.08,449.56,64.69,27.68,484.31,60.05,143.77,1.22,14.01,438.38,1710
25-03-2025 00:28,10,20.2,47.1,685.26,68.74,41.94,658.05,71.58,249.59,3.75,14.14,2399.89,1720
25-03-2025 00:28,10,20.2,31.6,430.28,73.43,40.55,737,42.87,265.21,3.58,14.23,1743.19,1730
25-03-2025 00:29,10,20.2,29.81,558.25,53.39,32.4,357.27,83.43,42.24,0.11,14.31,1766.42,1740
25-03-2025 00:29,10,20.2,22.68,521.14,43.52,24.75,326.18,69.54,178.51,3.55,14.38,296.38,1750
25-03-2025 00:29,10,20.2,5.78,457.45,12.64,41.72,622.79,9.29,129.04,0.51,14.39,2419.91,1760
25-03-2025 00:29,10,20.2,37.95,733.38,51.74,39.82,648.09,58.55,4.6,0.32,14.5,1253.29,1770
25-03-2025 00:29,10,20.21,12.76,770.47,16.56,33,727.36,17.54,134.36,4.43,14.53,767.36,1780
25-03-2025 00:29,10,20.21,22.13,650.1,34.04,38.09,776.05,28.52,196.01,3.07,14.6,2778.24,1790
25-03-2025 00:30,10,20.21,20.87,688.95,30.3,25.22,340.23,61.35,34.52,0.15,14.65,6.39,1800
25-03-2025 00:30,10,20.21,36.42,744.01,48.94,37.18,491.2,74.14,65.84,4.67,14.75,2409.2,1810
25-03-2025 00:30,10,20.21,15.07,571.58,26.37,28.47,791.66,19.04,199.25,2.49,14.8,2375.52,1820
25-03-2025 00:30,10,20.21,10.43,534.3,19.53,40.11,455.29,22.92,284.18,0.8,14.83,1094.61,1830
25-03-2025 00:30,10,20.21,42.42,645.37,65.73,29.41,488.65,86.81,66.29,0.6,14.94,1099.87,1840
25-03-2025 00:30,10,20.21,19.87,585.93,33.91,26.28,467.3,42.52,48.76,1.73,15,713.54,1850
25-03-2025 00:31,10,20.22,36.35,796.66,45.63,23.83,647.19,56.17,265.21,2.07,15.1,1146.11,1860
25-03-2025 00:31,10,20.22,43.23,457.56,94.47,42.87,478.62,90.31,2.45,4.25,15.22,419.78,1870
25-03-2025 00:31,10,20.22,31.12,493.52,63.05,20.87,341.55,91.11,51.07,3.53,15.31,1061.61,1880
25-03-2025 00:31,10,20.22,35.99,782.31,46.01,43.58,421.64,85.36,13.11,0.4,15.41,1930.75,1890
25-03-2025 00:31,10,20.22,32.74,606.9,53.95,22.72,768.74,42.59,118.44,2.63,15.5,442.36,1900
25-03-2025 00:31,10,20.22,20.68,530.36,39,21.64,692.24,29.88,251.9,0.59,15.55,2154.76,1910
25-03-2025 00:32,10,20.22,42.94,304.22,141.16,39.37,612.51,70.11,35.43,3.26,15.67,2215.62,1920
25-03-2025 00:32,10,20.22,44.77,664.91,67.33,24.77,372.4,120.21,275.47,4.28,15.8,837.15,1930
25-03-2025 00:32,10,20.22,10.6,371.37,28.54,29.74,529.05,20.04,27.74,1.43,15.83,941.42,1940
25-03-2025 00:32,10,20.23,38.45,413.59,92.97,32.59,338.23,113.68,162.99,1.25,15.93,390.94,1950
25-03-2025 00:32,10,20.23,46.53,668.76,69.58,25.81,673.94,69.04,275.02,4.87,16.06,2820.94,1960
25-03-2025 00:32,10,20.23,43.01,635.86,67.63,36.65,559.87,76.81,202.56,1.09,16.18,1270.33,1970
25-03-2025 00:33,10,20.23,33.99,634.46,53.58,25.65,551.99,61.58,65.34,3.04,16.28,204.8,1980
25-03-2025 00:33,10,20.23,8.85,785.33,11.28,28.24,342.06,25.89,196.38,0.99,16.3,1279.16,1990
25-03-2025 00:33,10,20.23,17.97,431.23,41.66,28.61,452.5,39.7,46.53,3.55,16.35,1670.75,2000
25-03-2025 00:33,10,20.23,19.89,624.79,31.84,30.79,629.91,31.58,101.63,3.86,16.41,1943.18,2010
25-03-2025 00:33,10,20.23,6.4,496.93,12.87,35.68,398.07,16.07,74.27,0.55,16.43,2665.77,2020
25-03-2025 00:33,10,20.23,39.25,308.39,127.27,26.8,602.46,65.15,267.06,0.19,16.53,1019.5,2030
25-03-2025 00:34,10,20.24,34.64,367.19,94.34,38.01,349.37,99.15,174.19,3.38,16.63,1132.02,2040
25-03-2025 00:34,10,20.24,39.93,699.45,57.08,42.11,578.95,68.97,67.51,3.92,16.74,2685.95,2050
25-03-2025 00:34,10,20.24,8.36,406.45,20.56,30,735.32,11.36,85.6,0.75,16.76,1530.09,2060
25-03-2025 00:34,10,20.24,25.58,778.01,32.88,40.22,485.67,52.67,294.48,4.19,16.84,1040.96,2070
25-03-2025 00:34,10,20.24,27.81,335.48,82.9,30.3,462.35,60.15,156.73,2.86,16.91,2379.57,2080
25-03-2025 00:34,10,20.24,11.28,360.43,31.31,44.25,392.33,28.76,135.87,1.33,16.94,2023.37,2090
25-03-2025 00:35,10,20.24,34.24,745.55,45.92,31.45,638.62,53.61,117.4,2.06,17.04,1252.95,2100
25-03-2025 00:35,10,20.24,33.4,571.21,58.48,33.97,612.03,54.58,110.1,0.97,17.13,850.15,2110
25-03-2025 00:35,10,20.25,35.42,634.64,55.81,37.05,773.89,45.77,199.02,1.2,17.23,2010.64,2120
25-03-2025 00:35,10,20.25,46.45,396.19,117.25,29.62,569.97,81.5,116.91,1.81,17.36,2946.19,2130
25-03-2025 00:35,10,20.25,47.16,430.61,109.52,37.24,400.33,117.81,61.79,1.53,17.49,707.06,2140
25-03-2025 00:35,10,20.25,48.37,707.12,68.41,34.59,763.79,63.33,75.29,4.28,17.62,1812.16,2150
25-03-2025 00:36,10,20.25,12.79,555.71,23.02,40.07,413.51,30.94,114.09,0.4,17.66,1184.14,2160
25-03-2025 00:36,10,20.25,12.06,714.56,16.88,23.24,594.98,20.27,60.67,4.42,17.69,985.01,2170
25-03-2025 00:36,10,20.25,27.66,419.43,65.94,38.23,649.57,42.58,269.27,3.31,17.77,1683.38,2180
25-03-2025 00:36,10,20.25,20.16,525.63,38.35,39.34,737.14,27.35,139.57,3.03,17.83,1697.45,2190
25-03-2025 00:36,10,20.25,5.52,763.08,7.23,36.22,660.96,8.35,20.21,0.44,17.84,2284.72,2200
25-03-2025 00:36,10,20.26,29.51,765.35,38.55,21.58,603.47,48.89,246.1,3.11,17.92,1783.81,2210
25-03-2025 00:37,10,20.26,34.47,494.4,69.72,22.32,781.23,44.12,202.11,0.85,18.02,2256.09,2220
25-03-2025 00:37,10,20.26,24.6,389.09,63.22,28.26,764.06,32.19,180.86,2.77,18.09,2398.22,2230
25-03-2025 00:37,10,20.26,47.37,449.25,105.44,32.73,428.29,110.6,115.31,0.32,18.22,648.39,2240
25-03-2025 00:37,10,20.26,18.65,662.98,28.13,32.69,386.03,48.31,114.97,4.89,18.27,2571.91,2250
25-03-2025 00:37,10,20.26,10.74,401.34,26.75,21.23,664.32,16.16,44.82,2.68,18.3,2962.74,2260
25-03-2025 00:37,10,20.26,18.52,684.02,27.08,44.98,641.07,28.9,136.42,0.05,18.35,1665.1,2270
